<<<<<<< HEAD
jurisdiction,year,murder_rate,rape_rate,robbery_rate,agg_rate,"MURDER  RATE PERCENT CHANGE PER 100,000 PEOPLE","RAPE RATE PERCENT CHANGE PER 100,000 PEOPLE","ROBBERY RATE PERCENT CHANGE PER 100,000 PEOPLE","AGG. ASSAULT  RATE PERCENT CHANGE PER 100,000 PEOPLE"
Wisconsin,2009,2.5,19.6,85.8,149.1,-1.8,-1.5,-5.8,-7.1
Wisconsin,2010,2.7,20.9,79.2,145.9,7,6.5,-7.7,-2.2
Wisconsin,2011,2.4,20.4,78.2,135.9,-12.6,-2.4,-1.2,-6.8
Wisconsin,2012,3,21.3,80.7,175.5,26.9,4.5,3.2,29.1
Wisconsin,2013,2.8,22.6,84.2,161.6,-6.6,6,4.3,-7.9
Wisconsin,2014,2.9,20.3,88,170.4,1.6,-10.1,4.5,5.5
Wisconsin,2015,4.2,21.2,90.7,180.1,45.1,4.5,3,5.7
Wisconsin,2016,4,25.2,81.4,186.3,-4.7,19,-10.2,3.4
Wisconsin,2017,3.2,36.9,75,204.8,-19,46.3,-7.9,9.9
Wisconsin,2018,3,38.7,60,193.7,-5.7,4.8,-20,-5.4
Wisconsin,2019,3,38.8,51.4,200,-0.7,0.4,-14.4,3.2
Wyoming,2006,1.7,27.2,14,196.7,,,,
Wyoming,2007,3.1,30.6,16.1,189.5,75.1,12.6,14.9,-3.6
Wyoming,2008,1.9,33.8,16.1,180.2,-38.7,10.4,0.5,-4.9
Wyoming,2009,2.4,33.8,14.1,177.9,27.2,0,-12.4,-1.3
Wyoming,2010,1.4,29.1,13.5,151.9,-40.6,-13.9,-4.7,-14.6
Wyoming,2011,3.2,25.7,12.5,177.9,123.2,-11.7,-7.3,17.2
Wyoming,2012,2.4,26.7,10.6,161.7,-23.3,4,-15.3,-9.1
Wyoming,2013,2.9,24.7,12.9,157.2,20.1,-7.5,21.6,-2.8
Wyoming,2014,2.7,21.6,9.1,153.9,-6.1,-12.7,-29.5,-2.1
Wyoming,2015,2.7,21.3,10.1,179.8,-0.3,-1.1,10.9,16.9
Wyoming,2016,3.4,25.6,10.1,195.7,25.1,20.1,0.1,8.8
Wyoming,2017,2.6,45.4,13.1,176.4,-24.2,77.2,30.2,-9.9
Wyoming,2018,2.3,42.1,17.3,150.6,-13.1,-7.4,31.9,-14.6
Wyoming,2019,2.2,56,11.6,147.6,-0.2,33.1,-33.1,-2
>>>>>>> d0066c2075b9f1ca4710d4294c70fcf8820a172d
